billing_id,resource_id,project_id,billing_date,usage_quantity,usage_unit,unit_cost,discount_pct,daily_cost
3909,6,1,2024-12-14,50816.9997,GB-days,0.000931,4.79,45.04
3910,6,1,2024-12-15,50825.2005,GB-days,0.000931,4.79,45.05
3911,6,1,2024-12-16,50833.4013,GB-days,0.000931,4.79,45.06
3912,6,1,2024-12-17,50841.6021,GB-days,0.000931,4.79,45.07
3913,6,1,2024-12-18,50849.8029,GB-days,0.000931,4.79,45.07
3914,6,1,2024-12-19,50858.0037,GB-days,0.000931,4.79,45.08
3915,6,1,2024-12-20,50866.2045,GB-days,0.000931,4.79,45.09
3916,6,1,2024-12-21,50874.4053,GB-days,0.000931,4.79,45.1
3917,6,1,2024-12-22,50882.6061,GB-days,0.000931,4.79,45.1
3918,6,1,2024-12-23,50890.8069,GB-days,0.000931,4.79,45.11
3919,6,1,2024-12-24,50899.0077,GB-days,0.000931,4.79,45.12
3920,6,1,2024-12-25,50907.2085,GB-days,0.000931,4.79,45.12
3921,6,1,2024-12-26,50915.4093,GB-days,0.000931,4.79,45.13
3922,6,1,2024-12-27,50923.6101,GB-days,0.000931,4.79,45.14
3923,6,1,2024-12-28,50931.8109,GB-days,0.000931,4.79,45.15
3924,6,1,2024-12-29,50940.0117,GB-days,0.000931,4.79,45.15
3925,6,1,2024-12-30,50948.2125,GB-days,0.000931,4.79,45.16
3926,6,1,2024-12-31,50956.4133,GB-days,0.000931,4.79,45.17
3927,6,1,2025-01-01,50964.6141,GB-days,0.000931,4.79,45.18
3928,6,1,2025-01-02,50972.8149,GB-days,0.000931,4.79,45.18
3929,6,1,2025-01-03,50981.0157,GB-days,0.000931,4.79,45.19
3930,6,1,2025-01-04,50989.2165,GB-days,0.000931,4.79,45.2
3931,6,1,2025-01-05,50997.4173,GB-days,0.000931,4.79,45.2
3932,6,1,2025-01-06,51005.6181,GB-days,0.000931,4.79,45.21
3933,6,1,2025-01-07,51013.8189,GB-days,0.000931,4.79,45.22
3934,6,1,2025-01-08,51022.0197,GB-days,0.000931,4.79,45.23
3935,6,1,2025-01-09,51030.2205,GB-days,0.000931,4.79,45.23
3936,6,1,2025-01-10,51038.4213,GB-days,0.000931,4.79,45.24
3937,6,1,2025-01-11,51046.6221,GB-days,0.000931,4.79,45.25
3938,6,1,2025-01-12,51054.8229,GB-days,0.000931,4.79,45.26
3939,6,1,2025-01-13,51063.0237,GB-days,0.000931,4.79,45.26
3940,6,1,2025-01-14,51071.2245,GB-days,0.000931,4.79,45.27
3941,6,1,2025-01-15,51079.4253,GB-days,0.000931,4.79,45.28
3942,6,1,2025-01-16,51087.6261,GB-days,0.000931,4.79,45.28
3943,6,1,2025-01-17,51095.8269,GB-days,0.000931,4.79,45.29
3944,6,1,2025-01-18,51104.0277,GB-days,0.000931,4.79,45.3
3945,6,1,2025-01-19,51112.2285,GB-days,0.000931,4.79,45.31
3946,6,1,2025-01-20,51120.4293,GB-days,0.000931,4.79,45.31
3947,6,1,2025-01-21,51128.63,GB-days,0.000931,4.79,45.32
3948,6,1,2025-01-22,51136.8308,GB-days,0.000931,4.79,45.33
3949,6,1,2025-01-23,51145.0316,GB-days,0.000931,4.79,45.34
3950,6,1,2025-01-24,51153.2324,GB-days,0.000931,4.79,45.34
3951,6,1,2025-01-25,51161.4332,GB-days,0.000931,4.79,45.35
3952,6,1,2025-01-26,51169.634,GB-days,0.000931,4.79,45.36
3953,6,1,2025-01-27,51177.8348,GB-days,0.000931,4.79,45.36
3954,6,1,2025-01-28,51186.0356,GB-days,0.000931,4.79,45.37
3955,6,1,2025-01-29,51194.2364,GB-days,0.000931,4.79,45.38
3956,6,1,2025-01-30,51202.4372,GB-days,0.000931,4.79,45.39
3957,6,1,2025-01-31,51210.638,GB-days,0.000931,4.79,45.39
3958,6,1,2025-02-01,51218.8388,GB-days,0.000931,4.79,45.4
3959,6,1,2025-02-02,51227.0396,GB-days,0.000931,4.79,45.41
3960,6,1,2025-02-03,51235.2404,GB-days,0.000931,4.79,45.42
3961,6,1,2025-02-04,51243.4412,GB-days,0.000931,4.79,45.42
3962,6,1,2025-02-05,51251.642,GB-days,0.000931,4.79,45.43
3963,6,1,2025-02-06,51259.8428,GB-days,0.000931,4.79,45.44
3964,6,1,2025-02-07,51268.0436,GB-days,0.000931,4.79,45.44
3965,6,1,2025-02-08,51276.2444,GB-days,0.000931,4.79,45.45
3966,6,1,2025-02-09,51284.4452,GB-days,0.000931,4.79,45.46
3967,6,1,2025-02-10,51292.646,GB-days,0.000931,4.79,45.47
3968,6,1,2025-02-11,51300.8468,GB-days,0.000931,4.79,45.47
3969,6,1,2025-02-12,51309.0476,GB-days,0.000931,4.79,45.48
3970,6,1,2025-02-13,51317.2484,GB-days,0.000931,4.79,45.49
3971,6,1,2025-02-14,51325.4492,GB-days,0.000931,4.79,45.5
3972,6,1,2025-02-15,51333.65,GB-days,0.000931,4.79,45.5
3973,6,1,2025-02-16,51341.8508,GB-days,0.000931,4.79,45.51
3974,6,1,2025-02-17,51350.0516,GB-days,0.000931,4.79,45.52
3975,6,1,2025-02-18,51358.2524,GB-days,0.000931,4.79,45.52
3976,6,1,2025-02-19,51366.4532,GB-days,0.000931,4.79,45.53
3977,6,1,2025-02-20,51374.654,GB-days,0.000931,4.79,45.54
3978,6,1,2025-02-21,51382.8548,GB-days,0.000931,4.79,45.55
3979,6,1,2025-02-22,51391.0556,GB-days,0.000931,4.79,45.55
3980,6,1,2025-02-23,51399.2564,GB-days,0.000931,4.79,45.56
3981,6,1,2025-02-24,51407.4572,GB-days,0.000931,4.79,45.57
3982,6,1,2025-02-25,51415.658,GB-days,0.000931,4.79,45.58
3983,6,1,2025-02-26,51423.8588,GB-days,0.000931,4.79,45.58
3984,6,1,2025-02-27,51432.0596,GB-days,0.000931,4.79,45.59
3985,6,1,2025-02-28,51440.2604,GB-days,0.000931,4.79,45.6
3986,6,1,2025-03-01,51448.4612,GB-days,0.000931,4.79,45.6
3987,6,1,2025-03-02,51456.662,GB-days,0.000931,4.79,45.61
3988,6,1,2025-03-03,51464.8628,GB-days,0.000931,4.79,45.62
3989,6,1,2025-03-04,51473.0636,GB-days,0.000931,4.79,45.63
3990,6,1,2025-03-05,51481.2644,GB-days,0.000931,4.79,45.63
3991,6,1,2025-03-06,51489.4652,GB-days,0.000931,4.79,45.64
3992,6,1,2025-03-07,51497.666,GB-days,0.000931,4.79,45.65
3993,6,1,2025-03-08,51505.8668,GB-days,0.000931,4.79,45.66
3994,6,1,2025-03-09,51514.0676,GB-days,0.000931,4.79,45.66
3995,6,1,2025-03-10,51522.2684,GB-days,0.000931,4.79,45.67
3996,6,1,2025-03-11,51530.4692,GB-days,0.000931,4.79,45.68
3997,6,1,2025-03-12,51538.67,GB-days,0.000931,4.79,45.68
3998,6,1,2025-03-13,51546.8708,GB-days,0.000931,4.79,45.69
3999,6,1,2025-03-14,51555.0716,GB-days,0.000931,4.79,45.7
4000,6,1,2025-03-15,51563.2724,GB-days,0.000931,4.79,45.71
4001,6,1,2025-03-16,51571.4732,GB-days,0.000931,4.79,45.71
4002,6,1,2025-03-17,51579.674,GB-days,0.000931,4.79,45.72
4003,6,1,2025-03-18,51587.8748,GB-days,0.000931,4.79,45.73
4004,6,1,2025-03-19,51596.0756,GB-days,0.000931,4.79,45.74
4005,6,1,2025-03-20,51604.2764,GB-days,0.000931,4.79,45.74
4006,6,1,2025-03-21,51612.4772,GB-days,0.000931,4.79,45.75
4007,6,1,2025-03-22,51620.678,GB-days,0.000931,4.79,45.76
4008,6,1,2025-03-23,51628.8788,GB-days,0.000931,4.79,45.76
4009,6,1,2025-03-24,51637.0796,GB-days,0.000931,4.79,45.77
4010,6,1,2025-03-25,51645.2804,GB-days,0.000931,4.79,45.78
4011,6,1,2025-03-26,77647.2209,GB-days,0.000931,4.79,68.83
4012,6,1,2025-03-27,115126.079,GB-days,0.000931,4.79,102.05
4013,6,1,2025-03-28,115144.3542,GB-days,0.000931,4.79,102.06
4014,6,1,2025-03-29,115162.6293,GB-days,0.000931,4.79,102.08
4015,6,1,2025-03-30,115180.9045,GB-days,0.000931,4.79,102.1
4016,6,1,2025-03-31,51694.4852,GB-days,0.000931,4.79,45.82
4017,6,1,2025-04-01,51702.6859,GB-days,0.000931,4.79,45.83
4018,6,1,2025-04-02,51710.8867,GB-days,0.000931,4.79,45.84
4019,6,1,2025-04-03,51719.0875,GB-days,0.000931,4.79,45.84
4020,6,1,2025-04-04,51727.2883,GB-days,0.000931,4.79,45.85
4021,6,1,2025-04-05,51735.4891,GB-days,0.000931,4.79,45.86
4022,6,1,2025-04-06,51743.6899,GB-days,0.000931,4.79,45.87
4023,6,1,2025-04-07,51751.8907,GB-days,0.000931,4.79,45.87
4024,6,1,2025-04-08,51760.0915,GB-days,0.000931,4.79,45.88
4025,6,1,2025-04-09,51768.2923,GB-days,0.000931,4.79,45.89
4026,6,1,2025-04-10,51776.4931,GB-days,0.000931,4.79,45.89
4027,6,1,2025-04-11,51784.6939,GB-days,0.000931,4.79,45.9
4028,6,1,2025-04-12,51792.8947,GB-days,0.000931,4.79,45.91
4029,6,1,2025-04-13,51801.0955,GB-days,0.000931,4.79,45.92
4030,6,1,2025-04-14,51809.2963,GB-days,0.000931,4.79,45.92
4031,6,1,2025-04-15,51817.4971,GB-days,0.000931,4.79,45.93
4032,6,1,2025-04-16,51825.6979,GB-days,0.000931,4.79,45.94
4033,6,1,2025-04-17,51833.8987,GB-days,0.000931,4.79,45.95
4034,6,1,2025-04-18,51842.0995,GB-days,0.000931,4.79,45.95
4035,6,1,2025-04-19,51850.3003,GB-days,0.000931,4.79,45.96
4036,6,1,2025-04-20,147986.7532,GB-days,0.000931,4.79,131.18
4037,6,1,2025-04-21,148010.1555,GB-days,0.000931,4.79,131.2
4038,6,1,2025-04-22,148033.5579,GB-days,0.000931,4.79,131.22
4039,6,1,2025-04-23,148056.9602,GB-days,0.000931,4.79,131.24
4040,6,1,2025-04-24,51891.3043,GB-days,0.000931,4.79,46.0
4041,6,1,2025-04-25,51899.5051,GB-days,0.000931,4.79,46.0
4042,6,1,2025-04-26,51907.7059,GB-days,0.000931,4.79,46.01
4043,6,1,2025-04-27,51915.9067,GB-days,0.000931,4.79,46.02
4044,6,4,2025-04-28,51924.1075,GB-days,0.000931,4.79,46.03
4045,6,4,2025-04-29,51932.3083,GB-days,0.000931,4.79,46.03
4046,6,4,2025-04-30,51940.5091,GB-days,0.000931,4.79,46.04
4047,6,4,2025-05-01,51948.7099,GB-days,0.000931,4.79,46.05
4048,6,4,2025-05-02,51956.9107,GB-days,0.000931,4.79,46.05
4049,6,4,2025-05-03,51965.1115,GB-days,0.000931,4.79,46.06
4050,6,4,2025-05-04,51973.3123,GB-days,0.000931,4.79,46.07
4051,6,4,2025-05-05,51981.5131,GB-days,0.000931,4.79,46.08
4052,6,4,2025-05-06,51989.7139,GB-days,0.000931,4.79,46.08
4053,6,4,2025-05-07,51997.9147,GB-days,0.000931,4.79,46.09
4054,6,4,2025-05-08,52006.1155,GB-days,0.000931,4.79,46.1
4055,6,4,2025-05-09,52014.3163,GB-days,0.000931,4.79,46.11
4056,6,4,2025-05-10,52022.5171,GB-days,0.000931,4.79,46.11
4057,6,4,2025-05-11,52030.7179,GB-days,0.000931,4.79,46.12
4058,6,4,2025-05-12,52038.9187,GB-days,0.000931,4.79,46.13
4059,6,4,2025-05-13,52047.1195,GB-days,0.000931,4.79,46.13
4060,6,4,2025-05-14,52055.3203,GB-days,0.000931,4.79,46.14
4061,6,4,2025-05-15,52063.5211,GB-days,0.000931,4.79,46.15
4062,6,4,2025-05-16,52071.7219,GB-days,0.000931,4.79,46.16
4063,6,4,2025-05-17,52079.9227,GB-days,0.000931,4.79,46.16
4064,6,4,2025-05-18,52088.1235,GB-days,0.000931,4.79,46.17
4065,6,4,2025-05-19,52096.3243,GB-days,0.000931,4.79,46.18
4066,6,4,2025-05-20,52104.5251,GB-days,0.000931,4.79,46.19
4067,6,3,2025-05-21,52112.7259,GB-days,0.000931,4.79,46.19
4068,6,3,2025-05-22,52120.9267,GB-days,0.000931,4.79,46.2
4069,6,3,2025-05-23,52129.1275,GB-days,0.000931,4.79,46.21
4070,6,3,2025-05-24,52137.3283,GB-days,0.000931,4.79,46.21
4071,6,3,2025-05-25,52145.5291,GB-days,0.000931,4.79,46.22
4072,6,3,2025-05-26,52153.7299,GB-days,0.000931,4.79,46.23
4073,6,3,2025-05-27,52161.9307,GB-days,0.000931,4.79,46.24
4074,6,3,2025-05-28,52170.1315,GB-days,0.000931,4.79,46.24
4075,6,3,2025-05-29,52178.3323,GB-days,0.000931,4.79,46.25
4076,6,3,2025-05-30,52186.5331,GB-days,0.000931,4.79,46.26
4077,6,3,2025-05-31,52194.7339,GB-days,0.000931,4.79,46.27
4078,6,3,2025-06-01,52202.9347,GB-days,0.000931,4.79,46.27
4079,6,3,2025-06-02,52211.1355,GB-days,0.000931,4.79,46.28
4080,6,3,2025-06-03,52219.3363,GB-days,0.000931,4.79,46.29
4081,6,3,2025-06-04,52227.5371,GB-days,0.000931,4.79,46.29
4082,6,3,2025-06-05,52235.7379,GB-days,0.000931,4.79,46.3
4083,6,3,2025-06-06,52243.9387,GB-days,0.000931,4.79,46.31
4084,6,3,2025-06-07,52252.1395,GB-days,0.000931,4.79,46.32
4085,6,3,2025-06-08,52260.3403,GB-days,0.000931,4.79,46.32
4086,6,3,2025-06-09,52268.541,GB-days,0.000931,4.79,46.33
4087,6,3,2025-06-10,52276.7418,GB-days,0.000931,4.79,46.34
4088,6,3,2025-06-11,52284.9426,GB-days,0.000931,4.79,46.35
4089,6,3,2025-06-12,52293.1434,GB-days,0.000931,4.79,46.35
4090,6,3,2025-06-13,52301.3442,GB-days,0.000931,4.79,46.36
4091,6,3,2025-06-14,52309.545,GB-days,0.000931,4.79,46.37
4092,6,3,2025-06-15,52317.7458,GB-days,0.000931,4.79,46.37
4093,6,3,2025-06-16,52325.9466,GB-days,0.000931,4.79,46.38
4094,6,3,2025-06-17,52334.1474,GB-days,0.000931,4.79,46.39
4095,6,3,2025-06-18,52342.3482,GB-days,0.000931,4.79,46.4
4096,6,3,2025-06-19,52350.549,GB-days,0.000931,4.79,46.4
4097,6,3,2025-06-20,52358.7498,GB-days,0.000931,4.79,46.41
4098,6,3,2025-06-21,52366.9506,GB-days,0.000931,4.79,46.42
4099,6,3,2025-06-22,52375.1514,GB-days,0.000931,4.79,46.43
4100,6,3,2025-06-23,52383.3522,GB-days,0.000931,4.79,46.43
4101,6,3,2025-06-24,52391.553,GB-days,0.000931,4.79,46.44
4102,6,3,2025-06-25,52399.7538,GB-days,0.000931,4.79,46.45
4103,6,3,2025-06-26,52407.9546,GB-days,0.000931,4.79,46.45
4104,6,3,2025-06-27,52416.1554,GB-days,0.000931,4.79,46.46
4105,6,3,2025-06-28,52424.3562,GB-days,0.000931,4.79,46.47
4106,6,3,2025-06-29,52432.557,GB-days,0.000931,4.79,46.48
4107,6,3,2025-06-30,52440.7578,GB-days,0.000931,4.79,46.48
4108,6,3,2025-07-01,52448.9586,GB-days,0.000931,4.79,46.49
4109,6,3,2025-07-02,52457.1594,GB-days,0.000931,4.79,46.5
4110,6,3,2025-07-03,52465.3602,GB-days,0.000931,4.79,46.51
4111,6,3,2025-07-04,52473.561,GB-days,0.000931,4.79,46.51
4112,6,3,2025-07-05,52481.7618,GB-days,0.000931,4.79,46.52
4113,6,3,2025-07-06,52489.9626,GB-days,0.000931,4.79,46.53
4114,6,3,2025-07-07,52498.1634,GB-days,0.000931,4.79,46.53
4115,6,3,2025-07-08,52506.3642,GB-days,0.000931,4.79,46.54
4116,6,3,2025-07-09,52514.565,GB-days,0.000931,4.79,46.55
4117,6,3,2025-07-10,52522.7658,GB-days,0.000931,4.79,46.56
4118,6,3,2025-07-11,52530.9666,GB-days,0.000931,4.79,46.56
4119,6,3,2025-07-12,52539.1674,GB-days,0.000931,4.79,46.57
4120,6,3,2025-07-13,52547.3682,GB-days,0.000931,4.79,46.58
4121,6,3,2025-07-14,52555.569,GB-days,0.000931,4.79,46.59
4122,6,3,2025-07-15,52563.7698,GB-days,0.000931,4.79,46.59
4123,6,3,2025-07-16,52571.9706,GB-days,0.000931,4.79,46.6
4124,6,3,2025-07-17,52580.1714,GB-days,0.000931,4.79,46.61
4125,6,3,2025-07-18,52588.3722,GB-days,0.000931,4.79,46.61
4126,6,3,2025-07-19,52596.573,GB-days,0.000931,4.79,46.62
4127,6,3,2025-07-20,52604.7738,GB-days,0.000931,4.79,46.63
4128,6,3,2025-07-21,52612.9746,GB-days,0.000931,4.79,46.64
4129,6,3,2025-07-22,52621.1754,GB-days,0.000931,4.79,46.64
4130,6,3,2025-07-23,52629.3762,GB-days,0.000931,4.79,46.65
4131,6,3,2025-07-24,52637.577,GB-days,0.000931,4.79,46.66
4132,6,3,2025-07-25,52645.7778,GB-days,0.000931,4.79,46.67
4133,6,3,2025-07-26,52653.9786,GB-days,0.000931,4.79,46.67
4134,6,3,2025-07-27,52662.1794,GB-days,0.000931,4.79,46.68
4135,6,3,2025-07-28,52670.3802,GB-days,0.000931,4.79,46.69
4136,6,3,2025-07-29,52678.581,GB-days,0.000931,4.79,46.69
4137,6,3,2025-07-30,52686.7818,GB-days,0.000931,4.79,46.7
4138,6,3,2025-07-31,52694.9826,GB-days,0.000931,4.79,46.71
4139,6,3,2025-08-01,52703.1834,GB-days,0.000931,4.79,46.72
4140,6,3,2025-08-02,52711.3842,GB-days,0.000931,4.79,46.72
4141,6,3,2025-08-03,52719.585,GB-days,0.000931,4.79,46.73
4142,6,3,2025-08-04,52727.7858,GB-days,0.000931,4.79,46.74
4143,6,3,2025-08-05,52735.9866,GB-days,0.000931,4.79,46.75
4144,6,3,2025-08-06,52744.1874,GB-days,0.000931,4.79,46.75
4145,6,3,2025-08-07,52752.3882,GB-days,0.000931,4.79,46.76
4146,6,3,2025-08-08,52760.589,GB-days,0.000931,4.79,46.77
4147,6,3,2025-08-09,52768.7898,GB-days,0.000931,4.79,46.77
4148,6,3,2025-08-10,52776.9906,GB-days,0.000931,4.79,46.78
4149,6,3,2025-08-11,52785.1914,GB-days,0.000931,4.79,46.79
4150,6,3,2025-08-12,52793.3922,GB-days,0.000931,4.79,46.8
4151,6,3,2025-08-13,52801.593,GB-days,0.000931,4.79,46.8
4152,6,3,2025-08-14,52809.7938,GB-days,0.000931,4.79,46.81
4153,6,3,2025-08-15,52817.9946,GB-days,0.000931,4.79,46.82
4154,6,3,2025-08-16,52826.1954,GB-days,0.000931,4.79,46.83
4155,6,3,2025-08-17,52834.3962,GB-days,0.000931,4.79,46.83
4156,6,3,2025-08-18,52842.5969,GB-days,0.000931,4.79,46.84
4157,6,3,2025-08-19,52850.7977,GB-days,0.000931,4.79,46.85
4158,6,3,2025-08-20,52858.9985,GB-days,0.000931,4.79,46.85
4159,6,3,2025-08-21,52867.1993,GB-days,0.000931,4.79,46.86
4160,6,3,2025-08-22,52875.4001,GB-days,0.000931,4.79,46.87
4161,6,3,2025-08-23,52883.6009,GB-days,0.000931,4.79,46.88
4162,6,3,2025-08-24,52891.8017,GB-days,0.000931,4.79,46.88
4163,6,3,2025-08-25,52900.0025,GB-days,0.000931,4.79,46.89
4164,6,3,2025-08-26,52908.2033,GB-days,0.000931,4.79,46.9
4165,6,3,2025-08-27,52916.4041,GB-days,0.000931,4.79,46.91
4166,6,3,2025-08-28,52924.6049,GB-days,0.000931,4.79,46.91
4167,6,3,2025-08-29,52932.8057,GB-days,0.000931,4.79,46.92
4168,6,3,2025-08-30,52941.0065,GB-days,0.000931,4.79,46.93
4169,6,3,2025-08-31,52949.2073,GB-days,0.000931,4.79,46.93
4170,6,3,2025-09-01,52957.4081,GB-days,0.000931,4.79,46.94
4171,6,3,2025-09-02,52965.6089,GB-days,0.000931,4.79,46.95
4172,6,3,2025-09-03,52973.8097,GB-days,0.000931,4.79,46.96
4173,6,3,2025-09-04,52982.0105,GB-days,0.000931,4.79,46.96
4174,6,3,2025-09-05,52990.2113,GB-days,0.000931,4.79,46.97
4175,6,3,2025-09-06,52998.4121,GB-days,0.000931,4.79,46.98
4176,6,3,2025-09-07,53006.6129,GB-days,0.000931,4.79,46.99
4177,6,3,2025-09-08,53014.8137,GB-days,0.000931,4.79,46.99
4178,6,3,2025-09-09,53023.0145,GB-days,0.000931,4.79,47.0
4179,6,3,2025-09-10,53031.2153,GB-days,0.000931,4.79,47.01
4180,6,3,2025-09-11,53039.4161,GB-days,0.000931,4.79,47.01
4181,6,3,2025-09-12,53047.6169,GB-days,0.000931,4.79,47.02
4182,6,3,2025-09-13,53055.8177,GB-days,0.000931,4.79,47.03
4183,6,3,2025-09-14,53064.0185,GB-days,0.000931,4.79,47.04
4184,6,3,2025-09-15,53072.2193,GB-days,0.000931,4.79,47.04
4185,6,3,2025-09-16,53080.4201,GB-days,0.000931,4.79,47.05
4186,6,3,2025-09-17,53088.6209,GB-days,0.000931,4.79,47.06
4187,6,3,2025-09-18,53096.8217,GB-days,0.000931,4.79,47.07
4188,6,3,2025-09-19,53105.0225,GB-days,0.000931,4.79,47.07
4189,6,3,2025-09-20,53113.2233,GB-days,0.000931,4.79,47.08
4190,6,3,2025-09-21,53121.4241,GB-days,0.000931,4.79,47.09
4191,6,3,2025-09-22,53129.6249,GB-days,0.000931,4.79,47.09
4192,6,3,2025-09-23,53137.8257,GB-days,0.000931,4.79,47.1
4193,6,3,2025-09-24,53146.0265,GB-days,0.000931,4.79,47.11
4194,6,3,2025-09-25,53154.2273,GB-days,0.000931,4.79,47.12
4195,6,3,2025-09-26,53162.4281,GB-days,0.000931,4.79,47.12
4196,6,3,2025-09-27,53170.6289,GB-days,0.000931,4.79,47.13
4197,6,3,2025-09-28,53178.8297,GB-days,0.000931,4.79,47.14
4198,6,3,2025-09-29,53187.0305,GB-days,0.000931,4.79,47.15
4199,6,3,2025-09-30,53195.2313,GB-days,0.000931,4.79,47.15
4200,6,3,2025-10-01,53203.4321,GB-days,0.000931,4.79,47.16
4201,6,3,2025-10-02,53211.6329,GB-days,0.000931,4.79,47.17
4202,6,3,2025-10-03,53219.8337,GB-days,0.000931,4.79,47.17
4203,6,3,2025-10-04,53228.0345,GB-days,0.000931,4.79,47.18
4204,6,3,2025-10-05,53236.2353,GB-days,0.000931,4.79,47.19
4205,6,3,2025-10-06,53244.4361,GB-days,0.000931,4.79,47.2
4206,6,3,2025-10-07,53252.6369,GB-days,0.000931,4.79,47.2
4207,6,3,2025-10-08,53260.8377,GB-days,0.000931,4.79,47.21
4208,6,3,2025-10-09,53269.0385,GB-days,0.000931,4.79,47.22
4209,6,3,2025-10-10,53277.2393,GB-days,0.000931,4.79,47.23
4210,6,3,2025-10-11,53285.4401,GB-days,0.000931,4.79,47.23
4211,6,3,2025-10-12,53293.6409,GB-days,0.000931,4.79,47.24
4212,6,3,2025-10-13,53301.8417,GB-days,0.000931,4.79,47.25
4213,6,3,2025-10-14,53310.0425,GB-days,0.000931,4.79,47.25
4214,6,3,2025-10-15,53318.2433,GB-days,0.000931,4.79,47.26
4215,6,3,2025-10-16,53326.4441,GB-days,0.000931,4.79,47.27
4216,6,3,2025-10-17,53334.6449,GB-days,0.000931,4.79,47.28
4217,6,3,2025-10-18,53342.8457,GB-days,0.000931,4.79,47.28
4218,6,6,2025-10-19,53351.0465,GB-days,0.000931,4.79,47.29
4219,6,6,2025-10-20,53359.2473,GB-days,0.000931,4.79,47.3
4220,6,6,2025-10-21,53367.4481,GB-days,0.000931,4.79,47.31
4221,6,6,2025-10-22,53375.6489,GB-days,0.000931,4.79,47.31
4222,6,6,2025-10-23,53383.8497,GB-days,0.000931,4.79,47.32
4223,6,6,2025-10-24,53392.0505,GB-days,0.000931,4.79,47.33
4224,6,6,2025-10-25,53400.2513,GB-days,0.000931,4.79,47.33
4225,6,6,2025-10-26,53408.452,GB-days,0.000931,4.79,47.34
4226,6,6,2025-10-27,53416.6528,GB-days,0.000931,4.79,47.35
4227,6,6,2025-10-28,53424.8536,GB-days,0.000931,4.79,47.36
4228,6,6,2025-10-29,53433.0544,GB-days,0.000931,4.79,47.36
4229,6,6,2025-10-30,53441.2552,GB-days,0.000931,4.79,47.37
4230,6,6,2025-10-31,53449.456,GB-days,0.000931,4.79,47.38
4231,6,6,2025-11-01,53457.6568,GB-days,0.000931,4.79,47.39
4232,6,6,2025-11-02,53465.8576,GB-days,0.000931,4.79,47.39
4233,6,6,2025-11-03,53474.0584,GB-days,0.000931,4.79,47.4
4234,6,16,2025-11-04,53482.2592,GB-days,0.000931,4.79,47.41
4235,6,16,2025-11-05,53490.46,GB-days,0.000931,4.79,47.41
4236,6,16,2025-11-06,53498.6608,GB-days,0.000931,4.79,47.42
4237,6,16,2025-11-07,53506.8616,GB-days,0.000931,4.79,47.43
4238,6,16,2025-11-08,53515.0624,GB-days,0.000931,4.79,47.44
4239,6,16,2025-11-09,53523.2632,GB-days,0.000931,4.79,47.44
4240,6,16,2025-11-10,53531.464,GB-days,0.000931,4.79,47.45
4241,6,16,2025-11-11,53539.6648,GB-days,0.000931,4.79,47.46
4242,6,16,2025-11-12,53547.8656,GB-days,0.000931,4.79,47.47
4243,6,16,2025-11-13,53556.0664,GB-days,0.000931,4.79,47.47
4244,6,16,2025-11-14,53564.2672,GB-days,0.000931,4.79,47.48
4245,6,16,2025-11-15,53572.468,GB-days,0.000931,4.79,47.49
4246,6,16,2025-11-16,53580.6688,GB-days,0.000931,4.79,47.49
4247,6,16,2025-11-17,53588.8696,GB-days,0.000931,4.79,47.5
4248,6,16,2025-11-18,53597.0704,GB-days,0.000931,4.79,47.51
4249,6,16,2025-11-19,53605.2712,GB-days,0.000931,4.79,47.52
4250,6,16,2025-11-20,53613.472,GB-days,0.000931,4.79,47.52
4251,6,16,2025-11-21,53621.6728,GB-days,0.000931,4.79,47.53
4252,6,16,2025-11-22,53629.8736,GB-days,0.000931,4.79,47.54
4253,6,16,2025-11-23,53638.0744,GB-days,0.000931,4.79,47.55
4254,6,16,2025-11-24,53646.2752,GB-days,0.000931,4.79,47.55
4255,6,16,2025-11-25,53654.476,GB-days,0.000931,4.79,47.56
4256,6,16,2025-11-26,53662.6768,GB-days,0.000931,4.79,47.57
4257,6,16,2025-11-27,53670.8776,GB-days,0.000931,4.79,47.57
4258,6,16,2025-11-28,53679.0784,GB-days,0.000931,4.79,47.58
4259,6,16,2025-11-29,53687.2792,GB-days,0.000931,4.79,47.59
4260,6,16,2025-11-30,53695.48,GB-days,0.000931,4.79,47.6
4261,6,16,2025-12-01,53703.6808,GB-days,0.000931,4.79,47.6
4262,6,16,2025-12-02,53711.8816,GB-days,0.000931,4.79,47.61
4263,6,16,2025-12-03,53720.0824,GB-days,0.000931,4.79,47.62
4264,6,16,2025-12-04,53728.2832,GB-days,0.000931,4.79,47.63
4265,6,16,2025-12-05,53736.484,GB-days,0.000931,4.79,47.63
4266,6,16,2025-12-06,53744.6848,GB-days,0.000931,4.79,47.64
4267,6,16,2025-12-07,53752.8856,GB-days,0.000931,4.79,47.65
4268,6,16,2025-12-08,53761.0864,GB-days,0.000931,4.79,47.65
4269,6,16,2025-12-09,53769.2872,GB-days,0.000931,4.79,47.66
4270,6,16,2025-12-10,53777.488,GB-days,0.000931,4.79,47.67
4271,6,16,2025-12-11,53785.6888,GB-days,0.000931,4.79,47.68
4272,6,16,2025-12-12,53793.8896,GB-days,0.000931,4.79,47.68
4273,6,16,2025-12-13,53802.0904,GB-days,0.000931,4.79,47.69
4274,6,16,2025-12-14,53810.2912,GB-days,0.000931,4.79,47.7
4275,6,16,2025-12-15,53818.492,GB-days,0.000931,4.79,47.7
4276,6,16,2025-12-16,53826.6928,GB-days,0.000931,4.79,47.71
